"accession","X20181107_18.053_1_1_track1.x","X20181107_18.053_10_1_track10.x","X20181107_18.053_11_1_track11.x","X20181107_18.053_12_1_track12.x","X20181107_18.053_2_1_track2.x","X20181107_18.053_3_1_track3.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_1_1_track1.y","X20181107_18.053_10_1_track10.y","X20181107_18.053_11_1_track11.y","X20181107_18.053_12_1_track12.y","X20181107_18.053_2_1_track2.y","X20181107_18.053_3_1_track3.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659916915|emb|CDP49710.1|",8.37134828665125,8.24196217636401,8.4629257153542,8.76611076798011,8.57283690573086,8.62588851859572,"c114.a1.a1",0.85590946786765,0.916790057632294,"gi|659916915|emb|CDP49710.1| flavin-containing amine oxidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.983947275045669,21,15,19,15,21,21,"c114.a1.a1","OK",0.185301243500981,0.403048230027425,"gi|659916915|emb|CDP49710.1| flavin-containing amine oxidase [Propionibacterium freudenreichii subsp. freudenreichii]",1.28571428571429
"gi|659916937|emb|CDP49676.1|",7.91567079485226,7.93684243064379,7.88795619781606,7.48609330124333,6.98334887778442,7.25835000616076,"c252.a1.a1",0.284316211133833,0.431958160535675,"gi|659916937|emb|CDP49676.1| Hypothetical protein PFCIRM129_01490 [Propionibacterium freudenreichii subsp. freudenreichii]",0.566514772725959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916945|emb|CDP49684.1|",8.27398508990223,8.39348818439191,8.25654453542056,8.499049449335,8.03393206298534,8.04676924491126,"b94.a1.a1",0.0650807313837463,0.173548617023323,"gi|659916945|emb|CDP49684.1| ABC-type transport systems, periplasmic component [Propionibacterium freudenreichii subsp. freudenreichii]",0.54796754473438,24,20,13,14,21,19,"b94.a1.a1","OK",0.105932385721451,0.259720191308293,"gi|659916945|emb|CDP49684.1| ABC-type transport systems, periplasmic component [Propionibacterium freudenreichii subsp. freudenreichii]",1.36170212765957
"gi|659916946|emb|CDP49685.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,3,"c602.a1.a1","OK",0.00183861294962013,0.00878448410278742,"gi|659916946|emb|CDP49685.1| Methionine import ATP-binding protein metN [Propionibacterium freudenreichii subsp. freudenreichii]",Inf
"gi|659916956|emb|CDP49649.1|",8.26497423190337,8.08267453227344,8.17113003422828,8.12903137261067,8.18915224540421,8.22901970496428,"c168.a1.a1",0.040932456190712,0.132647652100878,"gi|659916956|emb|CDP49649.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.25807459262226,19,16,15,13,14,15,"c168.a1.a1","OK",0.676609238567808,0.860499598777826,"gi|659916956|emb|CDP49649.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.09090909090909
"gi|659916957|emb|CDP49650.1|",8.40136138238265,7.0312036609845,7.40814815122148,7.52881073705595,8.49772952329307,8.52902034275253,"b46.a1.a1",0.00172992415201465,0.0334719395122576,"gi|659916957|emb|CDP49650.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",12.8991924223741,34,14,18,13,33,33,"b46.a1.a1","OK",3.74025721378868e-06,5.36103533976377e-05,"gi|659916957|emb|CDP49650.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",2.22222222222222
"gi|659916960|emb|CDP49653.1|",8.2994327286095,6.79193230282308,6.50368303557398,6.65054470029497,8.60082962475136,8.73300388570126,"c333.a1.a1",0.000243420726368888,0.0149110653822288,"gi|659916960|emb|CDP49653.1| Permease for cytosine/purines, uracil, thiamine,allantoin [Propionibacterium freudenreichii subsp. freudenreichii]",82.2003180997693,5,6,6,5,6,7,"c333.a1.a1","OK",0.865763327855995,0.906708304434263,"gi|659916960|emb|CDP49653.1| Permease for cytosine/purines, uracil, thiamine,allantoin [Propionibacterium freudenreichii subsp. freudenreichii]",1.05882352941176
"gi|659916967|emb|CDP49660.1|",6.16833524202343,8.01773466903224,7.38447682042273,7.16662248319499,6.7611146687865,7.47354503203684,"c538.a1.a1",0.188190530074473,0.325692792025562,"gi|659916967|emb|CDP49660.1| Starvation-inducible DNA-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.258570277094429,2,4,4,3,4,4,"c538.a1.a1","OK",0.827227193567811,0.906175214242872,"gi|659916967|emb|CDP49660.1| Starvation-inducible DNA-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.909090909090909
"gi|659916973|emb|CDP49666.1|",7.9267065485696,7.1660326779462,7.50111340775182,7.44558331464169,8.20707616346065,8.14287742636507,"c244.a1.a1",0.005749802180304,0.0487205333844095,"gi|659916973|emb|CDP49666.1| Coenzyme A transferase (Putative succinyl-CoA or butyryl-CoA:coenzyme A transferase) [Propionibacterium freudenreichii subsp. freudenreichii]",5.17807467565666,14,8,8,7,12,12,"c244.a1.a1","OK",0.0535514424625615,0.151955615921685,"gi|659916973|emb|CDP49666.1| Coenzyme A transferase (Putative succinyl-CoA or butyryl-CoA:coenzyme A transferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.65217391304348
"gi|659916980|emb|CDP49673.1|",7.63322262833013,7.46284930168011,6.97819417342535,6.35075177809543,6.51890673530376,6.5449017523942,"c315.a1.a1",0.951526508717086,0.972418308309676,"gi|659916980|emb|CDP49673.1| rRNA (guanine-N2-)-methyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.22073700327822,12,7,7,5,11,10,"c315.a1.a1","OK",0.050761042020499,0.146835549569586,"gi|659916980|emb|CDP49673.1| rRNA (guanine-N2-)-methyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.73684210526316
"gi|659916987|emb|CDP49641.1|",6.85268867080929,7.54955032105672,7.23982263048038,7.22102882332933,5.8750163957159,5.67094342800431,"c643.a1.a1",0.0338967203688387,0.122219160766517,"gi|659916987|emb|CDP49641.1| Leucyl/phenylalanyl-tRNA-protein transferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.120115265575147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916997|emb|CDP49624.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,1,7,7,"c338.a1.a1","OK",0.00113888404707419,0.00600600171994785,"gi|659916997|emb|CDP49624.1| Seryl-tRNA synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",4.2
"gi|659917000|emb|CDP49627.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,0,"c573.a1.a1","OK",0.124619494554299,0.296435308322779,"gi|659917000|emb|CDP49627.1| Hypothetical protein PFCIRM129_01215 [Propionibacterium freudenreichii subsp. freudenreichii]",0.375
"gi|659917001|emb|CDP49628.1|",6.42090083328822,6.72958772141449,6.54490275163871,6.04568218866226,5.47742799755332,5.5442822838232,"c471.a1.a1",0.162640806496744,0.29503767847294,"gi|659917001|emb|CDP49628.1| Hypothetical protein PFCIRM129_01220 [Propionibacterium freudenreichii subsp. freudenreichii]",0.329175152987395,5,3,4,3,4,3,"c471.a1.a1","OK",0.669600785514452,0.858708403206878,"gi|659917001|emb|CDP49628.1| Hypothetical protein PFCIRM129_01220 [Propionibacterium freudenreichii subsp. freudenreichii]",1.2
"gi|659917009|emb|CDP49613.1|",8.19192722299787,7.92448717929857,7.70821396170147,7.27295516259254,7.80437215069656,7.60726618616125,"c242.a1.a1",0.417037748251209,0.558961589279107,"gi|659917009|emb|CDP49613.1| NADPH:quinone reductase and related Zn-dependent oxidoreductases [Propionibacterium freudenreichii subsp. freudenreichii]",1.68842107570534,10,10,10,7,12,9,"c242.a1.a1","OK",0.599281340818978,0.841704194768364,"gi|659917009|emb|CDP49613.1| NADPH:quinone reductase and related Zn-dependent oxidoreductases [Propionibacterium freudenreichii subsp. freudenreichii]",1.14814814814815
"gi|659917010|emb|CDP49614.1|",9.41921479125387,7.52527312944384,7.91075305184622,7.87934742191079,9.53662054200168,9.60550897655412,"b20.a1.a1",0.000205095358437621,0.0149110653822288,"gi|659917010|emb|CDP49614.1| Argininosuccinate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",52.9557657020759,60,24,28,22,59,58,"b20.a1.a1","OK",4.15137733500166e-11,3.31517132895133e-09,"gi|659917010|emb|CDP49614.1| Argininosuccinate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",2.39189189189189
"gi|659917011|emb|CDP49615.1|",8.56654841101545,8.36102455514012,8.74687725743848,8.78971145633984,8.80577558785791,8.91561328256167,"c149.a1.a1",0.48884676814172,0.630452255134914,"gi|659917011|emb|CDP49615.1| Cell envelope-related function transcriptional attenuator common domain [Propionibacterium freudenreichii subsp. freudenreichii]",1.30430136349089,19,18,19,16,19,20,"c149.a1.a1","OK",0.635029830526107,0.847187298712432,"gi|659917011|emb|CDP49615.1| Cell envelope-related function transcriptional attenuator common domain [Propionibacterium freudenreichii subsp. freudenreichii]",1.09433962264151
"gi|659917014|emb|CDP49618.1|",7.76991851056197,8.85047407070919,8.48522719873,7.3839082029987,7.34000177931449,7.10224605145906,"c355.a1.a1",0.158025123035927,0.289995924711091,"gi|659917014|emb|CDP49618.1| extracellular protein without function [Propionibacterium freudenreichii subsp. freudenreichii]",0.0899361648971981,9,4,4,5,9,9,"c355.a1.a1","OK",0.0252699377944941,0.081333614386791,"gi|659917014|emb|CDP49618.1| extracellular protein without function [Propionibacterium freudenreichii subsp. freudenreichii]",2.07692307692308
