"accession","X20181107_18.053_13_1_track13.x","X20181107_18.053_14_1_track14.x","X20181107_18.053_15_1_track15.x","X20181107_18.053_4_1_track4.x","X20181107_18.053_5_1_track5.x","X20181107_18.053_6_1_track6.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_13_1_track13.y","X20181107_18.053_14_1_track14.y","X20181107_18.053_15_1_track15.y","X20181107_18.053_4_1_track4.y","X20181107_18.053_5_1_track5.y","X20181107_18.053_6_1_track6.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659916820|emb|CDP49789.1|",7.9766324727732,7.91375683792135,8.10218234009103,8.07634062508003,8.26400356841976,8.23182961241998,"b91.a1.a1",0.0735301415480886,0.110117603284577,"gi|659916820|emb|CDP49789.1| Serine/threonine protein kinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.56099338443508,12,12,14,23,22,22,"b91.a1.a1","OK",0.00439103174940094,0.0366376711590641,"gi|659916820|emb|CDP49789.1| Serine/threonine protein kinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.76315789473684
"gi|659916821|emb|CDP49790.1|",8.32812340000717,8.34743394412025,8.37059569791558,8.43831600771203,8.47641987614117,8.42190570734282,"c209.a1.a1",0.00881687444332941,0.0185303801859804,"gi|659916821|emb|CDP49790.1| Penicillin-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.25050887197015,15,14,14,14,14,14,"c209.a1.a1","OK",0.913625668682127,0.941065763523601,"gi|659916821|emb|CDP49790.1| Penicillin-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.976744186046512
"gi|659916822|emb|CDP49791.1|",7.51709933124755,7.56049528444136,7.90217707220264,6.86511767221795,7.32105698123426,7.09693882983889,"c623.a1.a1",0.0343824325024819,0.0573040541708031,"gi|659916822|emb|CDP49791.1| Cell division protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.273521548686606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916823|emb|CDP49792.1|",6.9427490408711,6.033991804627,6.88144024233789,7.79572148336221,7.7409310142879,7.56823453220637,"c423.a1.a1",0.0228844643733303,0.0399672335534219,"gi|659916823|emb|CDP49792.1| Hypothetical protein PFCIRM129_02105 [Propionibacterium freudenreichii subsp. freudenreichii]",8.85312988573131,4,2,4,5,5,5,"c423.a1.a1","OK",0.315676527931891,0.732367516950623,"gi|659916823|emb|CDP49792.1| Hypothetical protein PFCIRM129_02105 [Propionibacterium freudenreichii subsp. freudenreichii]",1.5
"gi|659916824|emb|CDP49793.1|",8.07311538546229,8.24511626727934,8.27046615983302,8.21225565011106,8.54583037692821,8.55589734888525,"c352.a1.a1",0.133752358106942,0.178629246439149,"gi|659916824|emb|CDP49793.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.81885691865318,10,10,9,10,9,9,"c352.a1.a1","OK",0.894623122285539,0.941065763523601,"gi|659916824|emb|CDP49793.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.96551724137931
"gi|659916825|emb|CDP49794.1|",8.17203056506983,8.26157393421074,8.01504673881355,7.81536536958971,7.53976848337512,7.21762036853234,"c290.a1.a1",0.0288057730542003,0.0490647782791324,"gi|659916825|emb|CDP49794.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.268029205430767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916830|emb|CDP49774.1|",8.05429162334974,7.92643254439564,7.93835880833818,7.90948887548476,7.7866645208124,7.84932568033668,"c372.a1.a1",0.0825238897966675,0.12067172564607,"gi|659916830|emb|CDP49774.1| GTP-binding protein typA/BipA (Tyrosine phosphorylated protein A) [Propionibacterium freudenreichii subsp. freudenreichii]",0.748888759291078,4,4,4,8,8,8,"c372.a1.a1","OK",0.0434559349041704,0.209058281430874,"gi|659916830|emb|CDP49774.1| GTP-binding protein typA/BipA (Tyrosine phosphorylated protein A) [Propionibacterium freudenreichii subsp. freudenreichii]",2
"gi|659916834|emb|CDP49778.1|",8.15511129666119,8.45853040900439,8.436922278708,8.56959110899601,8.5328542251355,8.53886517333566,"c237.a1.a1",0.115954340265014,0.158003716405074,"gi|659916834|emb|CDP49778.1| Uracil phosphoribosyltransferase (UMP pyrophosphorylase) (UPRTase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.50333424399967,11,12,11,12,12,12,"c237.a1.a1","OK",0.811057516243232,0.941065763523601,"gi|659916834|emb|CDP49778.1| Uracil phosphoribosyltransferase (UMP pyrophosphorylase) (UPRTase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.05882352941176
"gi|659916840|emb|CDP49784.1|",8.0267417593209,8.19295852876565,8.14973902218193,7.95983307286349,7.92474415079301,7.83736642357462,"c483.a1.a1",0.0249188564584416,0.0431555614643403,"gi|659916840|emb|CDP49784.1| Hypothetical protein PFCIRM129_02060 [Propionibacterium freudenreichii subsp. freudenreichii]",0.604819941160756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916842|emb|CDP49786.1|",7.57208416576761,7.60966481665344,7.8638277497736,7.79823077221355,7.92532915168766,7.99725374798328,"c222.a1.a1",0.106785707395973,0.148679481396835,"gi|659916842|emb|CDP49786.1| Ferrous iron uptake protein B 9.A.8.1.x [Propionibacterium freudenreichii subsp. freudenreichii]",1.63053225869939,7,7,5,12,13,13,"c222.a1.a1","OK",0.0110568123950273,0.0756966387044175,"gi|659916842|emb|CDP49786.1| Ferrous iron uptake protein B 9.A.8.1.x [Propionibacterium freudenreichii subsp. freudenreichii]",2
"gi|659916844|emb|CDP49788.1|",9.22747689251946,9.25856729454167,9.35463103434213,8.69183660140013,8.7590340924409,8.75972537758163,"b89.a1.a1",0.00025605075686166,0.00195989468215098,"gi|659916844|emb|CDP49788.1| Galactokinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.284672882787695,18,14,11,23,23,23,"b89.a1.a1","OK",0.0135862256388281,0.0884761523309048,"gi|659916844|emb|CDP49788.1| Galactokinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.6046511627907
"gi|659916848|emb|CDP49713.1|",7.0441596451394,6.98499613481369,6.99158960078956,8.02229775300256,8.06946536671756,8.15016797437806,"c505.a1.a1",1.3595845327643e-05,0.000576607028169338,"gi|659916848|emb|CDP49713.1| Hypothetical membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",11.9166543851346,3,3,3,4,3,3,"c505.a1.a1","OK",0.81850461050307,0.941065763523601,"gi|659916848|emb|CDP49713.1| Hypothetical membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.11111111111111
"gi|659916852|emb|CDP49717.1|",7.45003744817996,7.46904484064248,6.94414253457801,8.23561341875269,8.01550156064961,8.30168689763607,"c416.a1.a1",0.00959700536107068,0.0196374367124219,"gi|659916852|emb|CDP49717.1| Inorganic pyrophosphatase [Propionibacterium freudenreichii subsp. freudenreichii]",7.1653530381439,4,4,3,7,4,4,"c416.a1.a1","OK",0.431852786590091,0.866652734017615,"gi|659916852|emb|CDP49717.1| Inorganic pyrophosphatase [Propionibacterium freudenreichii subsp. freudenreichii]",1.36363636363636
"gi|659916853|emb|CDP49718.1|",8.77753179116655,8.80581140222054,8.82013267422518,8.30498307810851,8.37221694460971,8.34030059899954,"c233.a1.a1",3.68938217082155e-05,0.000748386158739131,"gi|659916853|emb|CDP49718.1| carboxypeptidase (serine-type D-Ala-D-Ala carboxypeptidase) (D-alanyl-D-alanine-carboxypeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.345554084520211,13,13,13,12,12,12,"c233.a1.a1","OK",0.728999763327384,0.941065763523601,"gi|659916853|emb|CDP49718.1| carboxypeptidase (serine-type D-Ala-D-Ala carboxypeptidase) (D-alanyl-D-alanine-carboxypeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.923076923076923
"gi|659916854|emb|CDP49719.1|",7.87751459700487,8.00609350038024,7.88357311826044,7.27557145630279,7.32524230210191,7.2922276454604,"c521.a1.a1",0.000147503512098476,0.00136495787315007,"gi|659916854|emb|CDP49719.1| Hypothetical protein PFCIRM129_01720 [Propionibacterium freudenreichii subsp. freudenreichii]",0.235299844473905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916855|emb|CDP49720.1|",7.09204367024802,7.24057020003809,7.0998223532871,7.05528710228115,6.99335551007381,6.7597739957055,"c638.a1.a1",0.111297272992412,0.152589307469031,"gi|659916855|emb|CDP49720.1| TRNA(Ile)-lysidine synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",0.636598591449272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916856|emb|CDP49721.1|",7.78463581228802,7.86886859966693,7.90846212993165,8.10547777813543,8.19146049208225,8.1715500941891,"c411.a1.a1",0.00252156325391497,0.00767121619836152,"gi|659916856|emb|CDP49721.1| hypoxanthine phosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.99842762332668,5,5,5,6,6,5,"c411.a1.a1","OK",0.723587226430516,0.941065763523601,"gi|659916856|emb|CDP49721.1| hypoxanthine phosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.13333333333333
"gi|659916858|emb|CDP49723.1|",7.08450156043029,7.41278024893034,7.70116473681355,8.02824692940552,7.99653395456582,8.1724081779651,"c278.a1.a1",0.0231980122205651,0.0404010325189617,"gi|659916858|emb|CDP49723.1| GTP cyclohydrolase I (GTP-CH-I) [Propionibacterium freudenreichii subsp. freudenreichii]",4.01787234773307,4,3,2,11,11,11,"c278.a1.a1","OK",0.000134357217232939,0.00239155846674632,"gi|659916858|emb|CDP49723.1| GTP cyclohydrolase I (GTP-CH-I) [Propionibacterium freudenreichii subsp. freudenreichii]",3.66666666666667
"gi|659916874|emb|CDP49739.1|",8.62533172665395,8.14170918335021,8.71772566076333,7.95847394936192,7.98778972847476,7.98303488435372,"c378.a1.a1",0.0441542701556107,0.0708317905555119,"gi|659916874|emb|CDP49739.1| DNA integrity scanning protein disA [Propionibacterium freudenreichii subsp. freudenreichii]",0.262571558145114,6,6,6,7,7,6,"c378.a1.a1","OK",0.745546039901443,0.941065763523601,"gi|659916874|emb|CDP49739.1| DNA integrity scanning protein disA [Propionibacterium freudenreichii subsp. freudenreichii]",1.11111111111111
"gi|659916875|emb|CDP49740.1|",6.21762606247919,6.19489115459912,5.99621645863665,7.31416674228294,7.19836722223403,7.16599266908185,"c304.a1.a1",0.000198598733992081,0.00169586328907654,"gi|659916875|emb|CDP49740.1| DNA repair protein [Propionibacterium freudenreichii subsp. freudenreichii]",12.1331222860786,4,2,3,11,11,11,"c304.a1.a1","OK",0.000134357217232939,0.00239155846674632,"gi|659916875|emb|CDP49740.1| DNA repair protein [Propionibacterium freudenreichii subsp. freudenreichii]",3.66666666666667
"gi|659916876|emb|CDP49741.1|",6.76132823333121,6.76220902149644,6.717841068525,7.88551497945769,7.69813786245591,7.80564456552876,"c310.a1.a1",4.85365793008961e-05,0.00088507879901634,"gi|659916876|emb|CDP49741.1| Hypothetical protein PFCIRM129_01830 [Propionibacterium freudenreichii subsp. freudenreichii]",11.3633736864059,3,4,4,9,7,7,"c310.a1.a1","OK",0.0374919787625186,0.18367629962555,"gi|659916876|emb|CDP49741.1| Hypothetical protein PFCIRM129_01830 [Propionibacterium freudenreichii subsp. freudenreichii]",2.09090909090909
"gi|659916880|emb|CDP49745.1|",8.39603072124815,8.46225752578433,8.36896791551767,8.72604561410529,8.62384111059598,8.58822521888435,"c189.a1.a1",0.00887921115546593,0.018598347690503,"gi|659916880|emb|CDP49745.1| Aspartate-semialdehyde dehydrogenase (Semialdehyde dehydrogenase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.7344856133423,12,14,14,14,15,15,"c189.a1.a1","OK",0.662460711435273,0.941065763523601,"gi|659916880|emb|CDP49745.1| Aspartate-semialdehyde dehydrogenase (Semialdehyde dehydrogenase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.1
"gi|659916884|emb|CDP49749.1|",8.44450903995338,8.55980424193197,8.59412362053192,7.73707102266892,7.87315432178985,7.71977625455829,"c325.a1.a1",0.000337796417404051,0.00229849922185731,"gi|659916884|emb|CDP49749.1| phosphoglycerate mutase/Fructose-2,6-bisphosphatase [Propionibacterium freudenreichii subsp. freudenreichii]",0.175740204225561,12,12,12,12,11,9,"c325.a1.a1","OK",0.627526471148662,0.941065763523601,"gi|659916884|emb|CDP49749.1| phosphoglycerate mutase/Fructose-2,6-bisphosphatase [Propionibacterium freudenreichii subsp. freudenreichii]",0.888888888888889
"gi|659916886|emb|CDP49751.1|",8.34273631547962,8.38670954059804,8.34224232462245,7.99163013708335,8.15514288461081,8.12016059582173,"c283.a1.a1",0.00663543499454847,0.0149598898058911,"gi|659916886|emb|CDP49751.1| secreted glycosyl hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",0.545429096138806,8,9,8,10,10,10,"c283.a1.a1","OK",0.499888264824202,0.93726716625563,"gi|659916886|emb|CDP49751.1| secreted glycosyl hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.2
"gi|659916895|emb|CDP49760.1|",8.53409627068504,8.70460250083789,8.63557128120367,8.67756895704817,8.63954243325988,8.64760860185919,"c234.a1.a1",0.585134589935754,0.628466139374453,"gi|659916895|emb|CDP49760.1| binding protein of phosphate ABC transporter (BP:MOI:undef:phosphate) [Propionibacterium freudenreichii subsp. freudenreichii]",1.05901292416834,12,11,12,12,11,10,"c234.a1.a1","OK",0.808351605989445,0.941065763523601,"gi|659916895|emb|CDP49760.1| binding protein of phosphate ABC transporter (BP:MOI:undef:phosphate) [Propionibacterium freudenreichii subsp. freudenreichii]",0.942857142857143
"gi|659916898|emb|CDP49763.1|",6.5962997907513,6.78641678780575,6.85745244176915,7.77768974695805,8.10675852694358,7.64687837932299,"c398.a1.a1",0.0022310013744697,0.00716694742057624,"gi|659916898|emb|CDP49763.1| GCN5-related N-acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",13.4467124116442,5,6,6,8,8,8,"c398.a1.a1","OK",0.273122522960367,0.688317511798458,"gi|659916898|emb|CDP49763.1| GCN5-related N-acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.41176470588235
"gi|659916902|emb|CDP49767.1|",8.69779948384353,8.89178006440796,8.74619139382576,8.64995320836613,8.7638852430885,8.68640178577688,"c150.a1.a1",0.308066361919084,0.357680045673843,"gi|659916902|emb|CDP49767.1| inositol-1-phosphate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",0.824280541222852,19,19,18,21,20,20,"c150.a1.a1","OK",0.643851458061213,0.941065763523601,"gi|659916902|emb|CDP49767.1| inositol-1-phosphate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",1.08928571428571
"gi|659916903|emb|CDP49768.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,3,3,"c569.a1.a1","OK",0.160072539603506,0.518052946353166,"gi|659916903|emb|CDP49768.1| Transcriptional regulatory protein [Propionibacterium freudenreichii subsp. freudenreichii]",2.25
"gi|659916913|emb|CDP49708.1|",8.25580052321975,8.26770802047024,8.39008654056814,7.88829683867268,8.43915967424435,7.91782190061373,"c491.a1.a1",0.29259784928464,0.344232763864282,"gi|659916913|emb|CDP49708.1| D-serine/D-alanine/glycine transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.711939194014116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916915|emb|CDP49710.1|",8.94162267378721,8.84376697726498,8.98917048591995,8.72173883775934,8.93566898387476,8.74753169487869,"c114.a1.a1",0.19776446417301,0.246708184682628,"gi|659916915|emb|CDP49710.1| flavin-containing amine oxidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.764837409913165,20,17,20,21,20,20,"c114.a1.a1","OK",0.712675556028245,0.941065763523601,"gi|659916915|emb|CDP49710.1| flavin-containing amine oxidase [Propionibacterium freudenreichii subsp. freudenreichii]",1.07017543859649
"gi|659916937|emb|CDP49676.1|",8.09908781678466,8.26642126284731,8.1492697975211,8.2161434578622,8.14758933491939,8.08708034929293,"c252.a1.a1",0.748357823193764,0.77849303755056,"gi|659916937|emb|CDP49676.1| Hypothetical protein PFCIRM129_01490 [Propionibacterium freudenreichii subsp. freudenreichii]",0.946469858722258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916945|emb|CDP49684.1|",8.97289700625907,8.96443071077931,9.13049943140587,9.20924426965629,9.11649047334298,9.05554556951697,"b94.a1.a1",0.210300124533814,0.259216853302116,"gi|659916945|emb|CDP49684.1| ABC-type transport systems, periplasmic component [Propionibacterium freudenreichii subsp. freudenreichii]",1.26521208199583,26,24,26,27,27,27,"b94.a1.a1","OK",0.689836335033389,0.941065763523601,"gi|659916945|emb|CDP49684.1| ABC-type transport systems, periplasmic component [Propionibacterium freudenreichii subsp. freudenreichii]",1.06578947368421
"gi|659916946|emb|CDP49685.1|",6.76056842742105,6.09645974936554,6.92128875829656,6.78380249839423,6.88969068788814,6.97768013832735,"c602.a1.a1",0.32349178179222,0.370045949651617,"gi|659916946|emb|CDP49685.1| Methionine import ATP-binding protein metN [Propionibacterium freudenreichii subsp. freudenreichii]",1.51987121482905,2,2,2,3,2,2,"c602.a1.a1","OK",0.781406071867713,0.941065763523601,"gi|659916946|emb|CDP49685.1| Methionine import ATP-binding protein metN [Propionibacterium freudenreichii subsp. freudenreichii]",1.16666666666667
"gi|659916954|emb|CDP49647.1|",6.10814501705392,6.47797463395753,5.92911969817451,7.04363373388161,7.23386758733346,7.12589212665711,"c673.a1.a1",0.00486873814803582,0.0122211240962842,"gi|659916954|emb|CDP49647.1| Protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]",8.08744516689807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916956|emb|CDP49649.1|",8.77995883716463,8.70025700533661,8.80839761034865,8.64320740674543,8.66045589749965,8.68195076714527,"c168.a1.a1",0.042018250700999,0.0680191003514866,"gi|659916956|emb|CDP49649.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.788722054086488,16,16,14,19,16,17,"c168.a1.a1","OK",0.544328102668411,0.941065763523601,"gi|659916956|emb|CDP49649.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.1304347826087
"gi|659916957|emb|CDP49650.1|",8.24414487529122,8.139979656301,8.21953806482915,8.69669915108879,8.81731085072997,8.92362986068144,"b46.a1.a1",0.0010947388488888,0.00452492057540705,"gi|659916957|emb|CDP49650.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",4.15797069030577,25,25,27,34,33,34,"b46.a1.a1","OK",0.0716053383273819,0.305898005334575,"gi|659916957|emb|CDP49650.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.31168831168831
"gi|659916960|emb|CDP49653.1|",8.18202348479218,8.20872459984532,8.36188689078771,8.85214729105921,9.11213171166384,8.91864664888522,"c333.a1.a1",0.00178335356129505,0.00598590888357184,"gi|659916960|emb|CDP49653.1| Permease for cytosine/purines, uracil, thiamine,allantoin [Propionibacterium freudenreichii subsp. freudenreichii]",5.21321170343372,10,11,11,11,11,11,"c333.a1.a1","OK",0.901285835993387,0.941065763523601,"gi|659916960|emb|CDP49653.1| Permease for cytosine/purines, uracil, thiamine,allantoin [Propionibacterium freudenreichii subsp. freudenreichii]",1.03125
"gi|659916962|emb|CDP49655.1|",8.19983481838899,8.01951490011033,8.27204596790617,7.55414284766689,7.67864696446513,7.33512698514021,"c460.a1.a1",0.00691681352888774,0.0154794607331738,"gi|659916962|emb|CDP49655.1| Major facilitator superfamily MFS_1 [Propionibacterium freudenreichii subsp. freudenreichii]",0.233650335847516,5,5,5,4,4,4,"c460.a1.a1","OK",0.563299972842515,0.941065763523601,"gi|659916962|emb|CDP49655.1| Major facilitator superfamily MFS_1 [Propionibacterium freudenreichii subsp. freudenreichii]",0.8
"gi|659916967|emb|CDP49660.1|",7.48651820044635,7.27576157816785,6.66651367716366,5.98075258638306,5.85002721785675,6.31748591111264,"c538.a1.a1",0.0179909450880606,0.0326151636099344,"gi|659916967|emb|CDP49660.1| Starvation-inducible DNA-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.0690820134621847,4,4,2,1,4,2,"c538.a1.a1","OK",0.465685751632298,0.894518673998732,"gi|659916967|emb|CDP49660.1| Starvation-inducible DNA-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.7
"gi|659916973|emb|CDP49666.1|",8.15076260475709,8.03414459668243,7.87135280417506,8.23886047855086,8.3423725046646,8.35794911895584,"c244.a1.a1",0.0299793149337974,0.0507846318550666,"gi|659916973|emb|CDP49666.1| Coenzyme A transferase (Putative succinyl-CoA or butyryl-CoA:coenzyme A transferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.9173548449956,12,11,11,14,13,13,"c244.a1.a1","OK",0.485259216667098,0.928775705018747,"gi|659916973|emb|CDP49666.1| Coenzyme A transferase (Putative succinyl-CoA or butyryl-CoA:coenzyme A transferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.17647058823529
